播放清單 ID,頻道 ID,建立時間,更新時間,標題,說明,瀏覽權限
PLRxHJ_c_TytoQflbPQoaBdD5_u9KBON3K,UC-gVtrstQm3mNG45kUFGBPw,2021-07-17 16:58:05 UTC,2021-07-17 16:58:05 UTC,資料科學家經驗分享,,私人

影片 ID,新增時間
PnwIpfp3rI4,2021-07-17 16:58:05 UTC

